text,Topic,Subtopic
Is it really necessary to verify my Identity?,Account,Identity Verification
How is the exchange rate doing?,Funds,Funds Exchange Info
can i see my transactions from yesterday,Funds,Funds Transaction History
Why check my identity?,Account,Identity Verification
How long do I wait for a transfer to take?,Funds,Withdraw Issues
What am I going to need in order to activate my card?,Card,Card Activation
How do I access the option to top up?,Funds,Top Up Info
When should I expect to receive my card?,Card,Card Delivery
Do I have to manually top-up my account each time or will it do it on its own?,Funds,Top Up Info
That isn't the account I'm referring to,Account,Account Issues
how much money do i have in all of my accounts,Funds,Funds Fees
i want to change my pin number for my account,Account,Reset PIN
Why hasn't my payment gone through?,Funds,Automatic Top Up
I'm at the ATM right now and it only allowed me to withdraw 10 pounds instead of my requested 30. What's going on? How can I fix this?,Funds,Withdraw Issues
How many disposable cards can I have at one time?,Card,Card Order
Help me. The passcode doesn't work.,Account,Reset Account Password
I can't input my pin again.,Card,Card Info
Do you limit my top-offs?,Funds,Top Up Issues
I need to change it,Other,Conversation Control
Do you charge extra for topping up with a debit or credit card?,Funds,Funds Fees Issues
Ok no problem have a good day,Other,Small Talk
Can I get money out of any machine?,Card,Card Order
transfer 100 dollars checking to savings,Funds,Funds Transfer
What is going on? I have checked over and over and the details of my account are right. Why is my transfer still pending? It's 2018 not 1818. Transfering money to another country can't be that hard.,Funds,Funds Pending Issues
"Since I got married, I need to change my name.",Other,Unsupported Talk
The exchange rate is incorrect on an item I recently purchased in a foreign country.,Funds,Funds Exchange Issues
are SWIFT transfers an option?,Funds,Funds Transfer
te you a person or a robot,Other,Bot to Human
Can I let other people have access to my account in order to top up?,Funds,Top Up Info
I was informed that transfers were free. I noticed I have a fee but why?,Funds,Funds Fees
"Hi there, earlier today I tried to take money out of an ATM machine, and something wasn't working. I didn't actually receive the money, but I just checked and it says that the transaction is still pending. Can you tell me what's going on here? Am I still being charged for the withdrawal even though I didn't end up getting any money?",Other,ATM Issues
How do I actually obtain a card myself?,Card,Card Order
I made a payment but the app gave the money back.,Funds,Funds Transfer Issues
Why do I need to verify the top-up?,Funds,Top Up Info
"My card payment is just showing up as pending since forever, what's going on with that, when should it be going through?",Funds,Funds Pending Issues
there is a charge i dont recognize,Funds,Funds Transfer Issues
Help me verify my identity.,Account,Identity Verification
Why did I get charged more for using my card?,Funds,Funds Fees
What is the max amount of disposable cards I'm allowed.,Card,Card Info
Why didn't I receive the right amount of cash?,Funds,Withdraw Issues
Can I top up for free using a European card?,Funds,Top Up Info
Do you have to be in the UK to get a card?,Card,Card Order
I don't remember my passcode?,Account,Reset Account Password
Is verifying my identify important?,Account,Identity Verification
I can't find my phone; what can I do to prevent someone from accessing my account on it?,Account,Account Issues
on Jul 23rd,Other,Unsupported Talk
Do I need to go to an office to change my pin?,Account,Reset PIN
how do i see what i transferred,Funds,Funds Transfer
I entered the pin incorrectly too many times and now it is blocked. Can you help?,Card,Card Order
"Yes, my savings account will mature on 2016",Account,Account Info
"No, it's not in the list",Other,Small Talk
transfer between two accounts,Funds,Funds Transfer
I paid with a card and there is an extra charge. Why?,Funds,Funds Fees Issues
When will my transfer come through?,Funds,Funds Pending Issues
I am travelling and I tried to withdraw cash but didn't get what I was supposed to get.,Funds,Withdraw Issues
how do I speed up identity verification?,Account,Identity Verification
My withdrawals were going smooth until I got declined today. What is going on?,Funds,Withdraw Issues
Can you tell me the ATMs I can use with my card?,Card,Card Info
Can I verify my top-up card?,Funds,Top Up Info
I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The  receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account?,Funds,Funds Fees Issues
withdrawal pending meaning?,Funds,Funds Pending Issues
Why is there some cash that I did not deposit in my account?,Funds,Funds Fees Issues
What are the auto-top up policies?,Funds,Automatic Top Up
Can you change my currency to EUR?,Funds,Funds Exchange
"I thought you offer crypto top up but it doesn't seem to be right ? Money just disappeared from my account, How it would work ?",Funds,Top Up Info
How to cancel a transaction,Funds,Funds Transfer Cancel
Where do you deliver cards to?,Card,Card Delivery
How can I cancel my transfer?,Funds,Funds Transfer Cancel
I've tried completing a very standard transfer and have already attempted it 5 times. What's going on here? Is there a problem with your system?,Funds,Funds Pending Issues
The card is non-functional.,Card,Card Issues
How long do I have to wait until the transferred money shows up?,Funds,Funds Pending Issues
what is going on with my cash withdrawal? the exchange rate is wrong,Funds,Funds Exchange Issues
can you help me pay this bill,Funds,Funds Transfer
Why was my card declined in a shop?,Card,Card Issues
Why is my top-up pending?,Funds,Top Up Info
Unable to use my American Express with Apple Pay to top up my account,Funds,Top Up Issues
How do I exchange USD to GBP?,Funds,Funds Exchange Info
Why have I been charged more than once for the same transaction?,Funds,Funds Fees Issues
I didn't make a payment that shows in my app.,Funds,Funds Transfer
I don't know what a pending payment is.,Funds,Funds Pending Issues
I am unable to get cash from the ATM,Other,ATM Issues
how about Sep 27?,Other,Unsupported Talk
I think a payment I made with a card was cancelled.,Funds,Funds Transfer Issues
What do I need for the identity check?,Account,Identity Verification
i need ten dollars sent from b of a to washington mutual,Funds,Funds Transfer
I could not get money from an ATM,Other,ATM Issues
The exchange rate was wrong in the foreign country I got cash in.,Funds,Funds Exchange Issues
Where do i go to receive a virtual card,Card,Card Order
What fiat currencies do you allow exchange with?,Funds,Funds Exchange
How can I exchange currencies using your app?,Funds,Funds Exchange Info
what 's the best way to pay my bill,Other,Unsupported Talk
What fees are charged for a physical card?,Funds,Funds Fees
I'd like to have it delivered on Saturday. Is that possible?,Card,Card Delivery
"Instead of GBP, how do I exchange for AUD?",Funds,Funds Exchange Info
How many different currencies can I have my money in?,Account,Account Restore
Why can't I take $100 out,Funds,Withdraw Issues
top up is still pending,Funds,Funds Pending Issues
"I made a mistake when sending a payment, sending it to the wrong account number (with a typo) - can you please cancel the transaction?",Funds,Funds Transfer Cancel
How much longer until I get my new card?,Card,Card Order
What is the maximum I can top up?,Funds,Top Up Info
"I bought something and received it, but the payment went back to my account. Is the seller okay?",Funds,Funds Transfer Issues
"I tried and tried, but I could not complete my transfer. Tell me what is wrong.",Funds,Funds Transfer Issues
Can you tell me why I was charged extra when I withdrew money?,Funds,Withdraw Issues
